id,bilissel_performans_skoru
545,9.522817
546,4.929552
547,4.679361
548,7.482584
549,6.198469
550,7.2117147
551,4.4077115
552,7.4730635
553,9.205496
554,6.708971
555,6.4665823
556,7.8794184
557,5.7986984
558,5.7368517
559,4.4788656
560,3.1770036
561,8.966975
562,7.896842
563,6.219148
564,6.3570065
565,4.704139
566,3.013509
567,7.4304757
568,6.4997416
569,4.7941504
570,8.417606
571,5.884792
572,8.443471
573,5.070772
574,8.424689
575,6.1829443
576,5.361851
577,7.5766234
578,4.429497
579,6.8845363
580,6.254818
581,7.2059317
582,3.930884
583,5.109724
584,4.6020484
585,6.7324696
586,5.734808
587,4.4034023
588,5.5517216
589,5.6703744
590,7.0225573
591,4.068745
592,3.3838747
593,7.0910645
594,5.998203
595,6.3275437
596,9.792458
597,5.862902
598,3.2450085
599,6.635065
600,8.02352
601,7.859516
602,4.3427453
603,5.457768
604,2.2942996
605,1.4536933
606,8.087317
607,6.283681
608,5.5024567
609,5.5801706
610,6.1621065
611,5.4344707
612,4.8916063
613,6.897065
614,3.9870467
615,6.4573708
616,8.493414
617,7.2354326
618,8.209693
619,1.5826262
620,5.6841636
621,4.6032343
622,4.8046637
623,2.2423818
624,8.115119
625,5.770605
626,4.810341
627,6.399607
628,4.76793
629,5.415534
630,5.461066
631,6.8479857
632,4.651758
633,8.414068
634,5.917715
635,2.6740541
636,4.87747
637,7.889037
638,5.3962607
639,4.9080925
640,5.7073107
641,3.6983228
642,8.644555
643,3.6508017
644,5.952216
645,4.7755013
646,4.467517
647,9.836411
648,6.537658
649,7.546128
650,3.0613294
651,10.010218
652,5.919854
653,4.578461
654,5.056322
655,6.6762834
656,5.407373
657,7.892946
658,8.064298
659,6.9716887
660,3.382254
661,3.6275878
662,6.9879885
663,7.6342945
664,7.809879
665,5.023884
666,9.214405
667,4.7566147
668,6.3809924
669,6.501394
670,8.492701
671,5.195837
672,7.1181097
673,5.2145576
674,8.003284
675,7.0361843
676,8.151111
677,5.6904325
678,8.209596
679,3.564068
680,8.060371
681,2.804293
682,5.6228113
683,3.508554
684,8.657039
685,3.6338875
686,6.7285485
687,5.4483633
688,6.224978
689,8.7766
690,6.3275604
691,6.768233
692,5.6726785
693,5.0866632
694,5.5394826
695,8.169708
696,5.8530283
697,6.8535695
698,6.2774353
699,2.4672465
700,3.7710795
701,8.489828
702,4.6593313
703,3.9276822
704,3.0366
705,6.666044
706,7.7157335
707,3.3267848
708,7.4892426
709,7.552458
710,3.7794685
711,7.5293617
712,7.8897667
713,9.392019
714,6.5290356
715,4.0301476
716,2.4650502
717,4.5068636
718,6.846139
719,5.055244
720,5.925627
721,5.9294786
722,5.712612
723,8.389099
724,9.577121
725,3.6043012
726,6.0420322
727,7.0024405
728,6.2442102
729,6.159536
730,4.821338
731,8.071588
732,9.369079
733,4.1238894
734,2.3413103
735,7.676698
736,7.4813995
737,5.68295
738,5.226032
739,4.7300615
740,4.612375
741,5.772833
742,8.023416
743,6.955342
744,7.683163
745,4.890231
746,2.939533
747,8.819797
748,5.7563195
749,8.062378
750,6.3213973
751,3.954724
752,7.7229447
753,7.6668286
754,4.6512084
755,6.407477
756,7.9862075
757,4.0437284
758,3.017845
759,4.5853667
760,8.453917
761,5.306248
762,6.6240907
763,5.402097
764,7.1058083
765,9.217111
766,8.112499
767,8.113797
768,3.56519
769,1.2190025
770,7.2528973
771,6.482768
772,5.0006127
773,6.724369
774,6.999711
775,5.0635867
776,7.0470314
777,5.694803
778,4.5069604
779,6.34199
780,4.083979
781,7.237134
782,7.7796683
783,8.532986
784,4.199254
785,7.2771497
786,6.062766
787,5.5282416
788,7.1384587
789,4.3716025
790,7.3380327
791,5.8596206
792,6.0686283
793,7.6266413
794,8.244905
795,5.841136
796,5.0297723
797,4.917602
798,2.5918055
799,7.1810937
800,5.905721
801,5.0270343
802,6.917095
803,6.586778
804,5.932505
805,5.855392
806,4.593893
807,7.882388
808,3.4505131
809,6.353827
810,5.356646
811,8.712327
812,8.938075
813,5.8942747
814,7.1064825
815,3.2485666
816,5.7671003
817,4.3131924
818,2.8299394
819,5.357575
820,5.1190715
821,7.4356456
822,5.894454
823,5.809555
824,5.4737315
825,3.6021512
826,5.735777
827,4.9668155
828,7.1595254
829,6.0663724
830,4.5058045
831,4.809566
832,8.129852
833,5.7311544
834,5.767871
835,8.94147
836,3.7355144
837,6.640232
838,4.5389934
839,6.645552
840,6.797442
841,7.949415
842,8.455291
843,7.2585607
844,7.3150377
845,4.1119957
846,5.223265
847,5.3249984
848,7.5109897
849,3.140455
850,3.326247
851,8.239131
852,7.135436
853,6.0095496
854,7.5802264
855,10.064925
856,3.5966277
857,2.3583446
858,3.1485445
859,5.450916
860,8.008098
861,7.1588216
862,6.367894
863,6.0063753
864,6.7624207
865,5.2618747
866,9.061252
867,4.0705676
868,3.9057388
869,2.515505
870,6.541503
871,6.9112334
872,6.799421
873,7.5389466
874,4.2126174
875,9.548754
876,4.1700683
877,7.520004
878,4.6469636
879,7.842809
880,7.1351585
881,7.0698166
882,7.7909865
883,5.388799
884,8.009172
885,3.7206328
886,2.6283073
887,2.5080304
888,3.8272731
889,5.3743296
890,7.751328
891,6.618974
892,6.9490285
893,5.656523
894,7.120736
895,6.468513
896,3.8052175
897,4.8154144
898,4.8503785
899,8.445008
900,9.054602
901,6.799762
902,4.5232544
903,9.172542
904,0.9739232
905,4.9268103
906,7.857017
907,7.6957626
908,3.8918898
909,3.8725576
910,6.9063244
911,2.795305
912,9.555152
913,7.262294
914,5.425611
915,5.5268426
916,3.5037882
917,5.709444
918,7.15107
919,4.7809863
920,6.3533416
921,7.0104084
922,7.0051255
923,7.098031
924,4.9211187
925,8.416089
926,8.324177
927,8.001063
928,6.1425495
929,8.432031
930,5.6226177
931,9.60826
932,7.304182
933,4.3571396
934,3.4188325
935,3.1306653
936,3.0115244
937,7.780719
938,6.958053
939,7.314008
940,3.6148496
941,6.905197
942,2.0058205
943,9.231834
944,6.275344
945,7.619206
946,7.5095844
947,7.880338
948,9.59669
949,6.2012243
950,7.111786
951,5.140812
952,4.3368692
953,5.901911
954,4.048639
955,6.070514
956,6.5420685
957,4.458437
958,2.686947
959,3.9389164
960,4.2221437
961,7.7473955
962,8.497571
963,4.5819697
964,7.724994
965,3.1407952
966,6.0988345
967,4.137205
968,5.1620507
969,5.5979476
970,4.3188777
971,5.4984765
972,6.116834
973,6.9909143
974,4.4728603
975,6.8483806
976,5.2643
977,4.4530435
978,8.368816
979,5.809815
980,5.303676
981,7.818187
982,8.948374
983,9.1927595
984,6.49685
985,2.005186
986,8.218962
987,8.60371
988,1.9361774
989,4.284595
990,4.8369613
991,5.3721685
992,4.4135065
993,6.517346
994,4.4123945
995,6.946153
996,4.5349035
997,8.081931
998,3.8840024
999,4.8121057
1000,6.019733
1001,4.8952928
1002,7.486468
1003,6.8992405
1004,7.820643
1005,5.046188
1006,4.162696
1007,5.8958545
1008,7.325318
1009,4.955311
1010,6.443424
1011,5.4135003
1012,7.2729154
1013,6.0221066
1014,6.5476665
1015,7.6782746
1016,8.589866
1017,8.422134
1018,9.444414
1019,6.266048
1020,4.991228
1021,3.753666
1022,4.2367554
1023,6.752142
1024,5.223746
1025,6.3147764
1026,7.593261
1027,6.6964674
1028,5.7449408
1029,3.2298355
1030,5.6942496
1031,8.188786
1032,7.915994
1033,8.986649
1034,8.562853
1035,6.7836547
1036,4.8700447
1037,7.8369794
1038,5.3637476
1039,8.15704
1040,7.6953244
1041,6.212872
1042,5.918901
1043,6.688039
1044,8.460937
1045,5.5571666
1046,5.410539
1047,6.624886
1048,3.625858
1049,4.354207
1050,7.2217674
1051,8.523394
1052,6.307404
1053,3.4282358
1054,6.203416
1055,3.4757984
1056,4.368474
1057,2.989014
1058,7.5742183
1059,6.3497944
1060,5.178052
1061,9.28063
1062,7.2255607
1063,4.891177
1064,5.7411723
1065,5.1587987
1066,5.81073
1067,8.30161
1068,7.728469
1069,8.850144
1070,6.335937
1071,9.543997
1072,7.673899
1073,6.007638
1074,9.289004
1075,7.9412284
1076,4.2506437
1077,5.5953307
1078,7.4163165
1079,3.638658
1080,4.7575107
1081,9.854226
1082,6.6772494
1083,4.849405
1084,3.2726698
1085,5.2684474
1086,4.149647
1087,4.20262
1088,2.9145365
1089,2.8383834
1090,7.750969
1091,3.4683223
1092,5.527288
1093,6.330043
1094,6.812637
1095,6.0246305
1096,8.913061
1097,5.8220463
1098,5.4613295
1099,5.57923
1100,5.481236
1101,5.5864196
1102,7.2325425
1103,3.8854797
1104,5.3495903
1105,5.9640326
1106,5.767956
1107,8.411201
1108,5.8786087
1109,8.50224
1110,4.466361
1111,3.6957686
1112,4.1808357
1113,6.897022
1114,2.887505
1115,5.1112103
1116,1.8290807
1117,6.230576
1118,5.803686
1119,9.557815
1120,8.725801
1121,8.665156
1122,6.592487
1123,6.893823
1124,5.6021695
1125,3.0153043
1126,5.5905733
1127,2.536469
1128,8.01829
1129,3.3583827
1130,5.8533497
1131,3.5664563
1132,6.2715235
1133,6.3473206
1134,3.2503858
1135,5.483517
1136,7.1169667
1137,3.9262521
1138,4.2997074
1139,6.9391055
1140,7.4158072
1141,4.942046
1142,2.6243758
1143,7.5746813
1144,4.2514825
1145,2.1837208
1146,8.242176
1147,1.7838306
1148,3.3773928
1149,5.960057
1150,6.3676033
1151,7.911272
1152,6.3458424
1153,5.2156177
1154,4.26398
1155,5.0890546
1156,5.0943394
1157,4.5725627
1158,3.4689555
1159,3.0144985
1160,6.4103694
1161,6.411603
1162,7.495552
1163,7.4229636
1164,4.986455
1165,7.608113
1166,6.7733927
1167,6.5893044
1168,6.418164
1169,5.800668
1170,5.838373
1171,5.5494347
1172,6.659221
1173,3.7734911
1174,6.833659
1175,3.9026957
1176,4.0684695
1177,4.6088676
1178,6.3886757
1179,6.8711076
1180,3.2388198
1181,5.6133275
1182,9.559613
1183,3.3788419
1184,3.6968124
1185,7.355723
1186,5.243595
1187,4.536852
1188,7.6216393
1189,4.580158
1190,7.3805056
1191,3.171194
1192,5.0875163
1193,4.0639944
1194,7.3800387
1195,3.969227
1196,2.1836498
1197,8.0629425
1198,4.654079
1199,6.51564
1200,3.3230932
1201,5.9065943
1202,8.711753
1203,5.327577
1204,7.329652
1205,5.010946
1206,6.045384
1207,4.458904
1208,5.9577346
1209,8.012555
1210,6.774255
1211,7.4466925
1212,6.0551615
1213,8.972947
1214,7.1609445
1215,5.394498
1216,4.21001
1217,7.6328406
1218,3.4918218
1219,4.5929403
1220,7.6166444
1221,5.911358
1222,7.080191
1223,5.257763
1224,5.325945
1225,7.471178
1226,8.672495
1227,7.1939197
1228,3.5350978
1229,6.8363295
1230,7.057713
1231,9.967966
1232,6.5213194
1233,7.8992143
1234,6.1249676
1235,6.943504
1236,8.168757
1237,3.2555451
1238,7.838344
1239,3.6061459
1240,7.797061
1241,5.789052
1242,5.8619223
1243,2.6910627
1244,6.8547587
1245,4.555889
1246,5.7635436
1247,5.2070374
1248,4.6902647
1249,6.583116
1250,5.036121
1251,8.476448
1252,5.59343
1253,8.872077
1254,3.6252894
1255,5.446906
1256,7.111306
1257,5.6151347
1258,4.4299073
1259,6.0155325
1260,5.963286
1261,8.928124
1262,8.223777
1263,6.020018
1264,8.5113535
1265,6.7985125
1266,7.481846
1267,9.072397
1268,8.128408
1269,7.5966063
1270,9.591433
1271,6.0366836
1272,4.2217946
1273,5.0327106
1274,7.525966
1275,7.762836
1276,5.3148494
1277,1.1944531
1278,5.4698887
1279,4.3923316
1280,5.7113657
1281,4.473839
1282,6.069632
1283,3.5719535
1284,6.5823975
1285,6.0306144
1286,2.6085885
1287,4.9382505
1288,6.566206
1289,7.721397
1290,3.1375
1291,8.091681
1292,5.4871793
1293,5.0526743
1294,3.5370688
1295,7.147231
1296,8.165782
1297,4.39751
1298,2.443751
1299,2.8704925
1300,7.5265393
1301,7.2489777
1302,5.846586
1303,6.6410284
1304,3.9250922
1305,6.9437428
1306,3.9068925
1307,5.8293757
1308,6.1861014
1309,5.9495196
1310,5.145812
1311,1.5778048
1312,7.0366254
1313,5.57425
1314,7.503418
1315,2.413246
1316,8.569339
1317,1.8696774
1318,2.8662937
1319,1.8475183
1320,7.6796546
1321,3.8535798
1322,4.7443075
1323,6.1646924
1324,5.7639318
1325,8.984645
1326,8.797287
1327,5.284746
1328,2.6851149
1329,6.704754
1330,5.805728
1331,7.695438
1332,8.036843
1333,7.959424
1334,5.5808644
1335,4.851067
1336,5.8883996
1337,3.3181462
1338,4.985701
1339,6.186641
1340,6.635699
1341,5.9614697
1342,7.336122
1343,4.382203
1344,6.1136847
1345,3.4357219
1346,5.252087
1347,6.7867846
1348,3.8863935
1349,7.5089135
1350,6.8169956
1351,3.9724731
1352,6.48109
1353,4.7648735
1354,7.160361
1355,7.2117395
1356,4.3504705
1357,5.578452
1358,7.6482487
1359,5.8750925
1360,4.624884
1361,8.362892
1362,8.789867
1363,3.8197556
1364,6.9581842
1365,4.3273664
1366,5.1120243
1367,9.7105465
1368,5.7556124
1369,7.7699594
1370,5.014723
1371,7.620199
1372,4.9473424
1373,7.1114984
1374,4.570454
1375,6.893778
1376,7.191017
1377,5.462206
1378,5.8672166
1379,5.947906
1380,5.596869
1381,1.9047514
1382,9.403585
1383,3.4353693
1384,7.3023844
1385,7.8773575
1386,5.4356008
1387,5.22117
1388,6.8364553
1389,6.304915
1390,4.7625036
1391,4.5033755
1392,4.033966
1393,6.034302
1394,5.125259
1395,5.4265366
1396,7.2166514
1397,7.398801
1398,7.5276217
1399,5.261237
1400,3.646603
1401,4.670764
1402,8.209207
1403,7.7550797
1404,4.9348087
1405,6.2892427
1406,5.0734167
1407,3.1949015
1408,5.0413437
1409,6.4575
1410,5.671411
1411,8.45003
1412,5.223935
1413,6.3947716
1414,8.057658
1415,9.154774
1416,4.339611
1417,1.5591209
1418,6.4253893
1419,6.3780622
1420,2.6622694
1421,7.80126
1422,8.933817
1423,7.0420003
1424,7.9075646
1425,9.321697
1426,7.9389424
1427,1.2909976
1428,2.7418835
1429,5.1018376
1430,3.1303093
1431,6.984179
1432,4.7673197
1433,8.183993
1434,5.3079243
1435,7.48683
1436,8.622923
1437,7.6973114
1438,7.802405
1439,7.2933116
1440,7.654455
1441,4.906292
1442,7.2335105
1443,7.2697244
1444,1.4719317
1445,8.901751
1446,6.461575
1447,6.919973
1448,9.169083
1449,5.423731
1450,8.351721
1451,7.4733076
1452,7.2247834
1453,5.8654704
1454,7.3540564
1455,7.1302733
1456,7.819498
1457,6.533506
1458,4.584289
1459,8.15887
1460,2.5683076
1461,6.3137684
1462,4.348063
1463,3.3704343
1464,4.7784214
1465,3.4971547
1466,7.1578155
1467,6.4605594
1468,7.155982
1469,8.966974
1470,2.5334854
1471,6.1996946
1472,3.6918726
1473,7.8746376
1474,4.886623
1475,4.7108636
1476,7.6610126
1477,6.2565527
1478,7.5347953
1479,4.115462
1480,6.734502
1481,7.1167607
1482,7.0658035
1483,4.684848
1484,4.7639556
1485,7.8843527
1486,1.8897573
1487,3.3716972
1488,2.8310378
1489,4.222064
1490,4.50926
1491,6.651716
1492,6.346216
1493,8.8565855
1494,3.1800907
1495,7.9255176
1496,4.972627
1497,5.1560116
1498,6.4711795
1499,4.737259
1500,8.595667
1501,5.661327
1502,6.8461237
1503,5.7085104
1504,5.1731467
1505,4.3586755
1506,7.255775
1507,6.92825
1508,6.346564
1509,3.407173
1510,4.7713084
1511,8.008696
1512,2.5358884
1513,3.2826087
1514,8.628471
1515,5.6513753
1516,5.3838663
1517,7.4856052
1518,7.959661
1519,6.3227096
1520,5.1481524
1521,4.9642797
1522,8.134053
1523,6.112234
1524,2.7876256
1525,3.9290617
1526,8.920859
1527,3.9733822
1528,5.8179755
1529,7.018425
1530,8.150473
1531,5.0267305
1532,4.022636
1533,6.1251063
1534,4.533651
1535,5.0604706
1536,8.810105
1537,5.280142
1538,6.7431374
1539,4.3703365
1540,6.826238
1541,6.4667134
1542,6.7857285
1543,8.953998
1544,6.6144867
1545,3.5057774
1546,7.688924
1547,4.7850566
1548,7.843938
1549,5.8138766
1550,6.33981
1551,3.1347363
1552,5.7276993
1553,4.4336405
1554,5.932832
1555,5.889281
1556,7.8487363
1557,7.3874583
1558,4.2909956
1559,5.6675606
1560,7.988608
1561,5.2537827
1562,8.292424
1563,5.3211107
1564,4.694371
1565,5.223429
1566,7.589666
1567,6.2346654
1568,4.8791165
1569,3.5923736
1570,5.1817102
1571,5.0908117
1572,8.888523
1573,2.6178942
1574,6.5526266
1575,4.022595
1576,6.8973246
1577,4.725065
1578,7.6443725
1579,4.1980076
1580,7.333124
1581,6.4412603
1582,2.5575798
1583,3.3842866
1584,4.89868
1585,7.2944593
1586,4.93965
1587,6.831756
1588,7.7725625
1589,5.6197104
1590,5.149469
1591,8.390077
1592,7.423535
1593,3.410664
1594,4.1512594
1595,1.593244
1596,2.767301
1597,5.4969654
1598,6.8508797
1599,6.447533
1600,2.6090276
1601,6.4507074
1602,7.6623464
1603,5.453032
1604,7.4643197
1605,5.682454
1606,9.40369
1607,9.41074
1608,5.306414
1609,5.3807616
1610,8.526045
1611,7.8066406
1612,7.2069182
1613,6.941541
1614,5.090699
1615,2.7290173
1616,5.6815047
1617,6.186025
1618,5.7406216
1619,7.5128384
1620,5.7657037
1621,4.5356975
1622,5.022192
1623,7.4071326
1624,6.189471
1625,7.2701674
1626,7.696327
1627,7.8712025
1628,5.395138
1629,6.68201
1630,4.069733
1631,9.741396
1632,8.178194
1633,8.788701
1634,7.4735303
1635,8.510371
1636,6.0310454
1637,8.001395
1638,7.830859
1639,7.948569
1640,5.4980836
1641,5.492012
1642,4.923163
1643,4.7583337
1644,7.2614675
1645,7.844212
1646,5.9241624
1647,6.293521
1648,8.926306
1649,4.597791
1650,4.456373
1651,4.3933797
1652,7.9893155
1653,3.0840657
1654,5.7743764
1655,6.751953
1656,3.4506693
1657,7.4479012
1658,4.032491
1659,6.3222136
1660,8.460283
1661,7.379414
1662,7.3824687
1663,4.7813315
1664,6.482168
1665,6.235392
1666,5.0200305
1667,4.6114616
1668,6.605465
1669,7.0183992
1670,6.6454687
1671,3.5545714
1672,4.413265
1673,9.812887
1674,6.6421585
1675,2.2499602
1676,7.706423
1677,5.798606
1678,3.017983
1679,6.119065
1680,3.6105952
1681,5.7652516
1682,1.7839649
1683,7.6210217
1684,7.3259687
1685,7.2956033
1686,4.3328753
1687,2.2512228
1688,7.283169
1689,7.2884717
1690,3.3898368
1691,7.530445
1692,9.362778
1693,6.982472
1694,2.9718053
1695,3.125213
1696,5.6943655
1697,5.6379013
1698,6.656432
1699,4.5840015
1700,5.3975563
1701,4.603827
1702,4.015777
1703,7.575506
1704,6.6604233
1705,5.6280084
1706,5.516955
1707,5.044101
1708,7.560732
1709,8.371292
1710,6.4053793
1711,7.632797
1712,5.8036237
1713,5.133947
1714,7.6674004
1715,8.431883
1716,6.2523274
1717,3.4511104
1718,4.765102
1719,6.9771876
1720,8.531182
1721,6.1290846
1722,2.2429533
1723,7.4521585
1724,3.2906244
1725,8.201568
1726,5.9172792
1727,3.6514878
1728,6.429019
1729,3.8877568
1730,4.4777417
1731,6.9803967
1732,7.7914844
1733,5.9817896
1734,5.0518794
1735,2.2395337
1736,8.536766
1737,7.6195874
1738,8.693719
1739,6.485997
1740,7.2195015
1741,3.174716
1742,6.4306483
1743,6.740995
1744,6.521568
1745,6.45153
1746,6.5568132
1747,5.753635
1748,7.6051254
1749,2.2384083
1750,6.4569063
1751,6.980852
1752,8.022234
1753,6.9446588
1754,6.654562
1755,5.3487115
1756,6.4717317
1757,9.495028
1758,4.882549
1759,5.8273735
